"code"	"word"	"psychometric"
30781	"light"	310.29347826087
30782	"again"	308.923076923077
30783	"shone"	317.977777777778
30784	"round"	318.857142857143
30785	"her."	320.362637362637
30786	"Her"	333.89010989011
30787	"old"	332.010989010989
30788	"grandmother"	373.505494505494
30789	"in"	329.722222222222
30790	"the"	317.450549450549
30791	"brightness"	312.866666666667
30792	"stood,"	329.791208791209
30793	"loving"	363.786516853933
30794	"in"	350.241758241758
30795	"her"	340.577777777778
30796	"appearance."	380.747252747253
30797	"The"	390.488888888889
30798	"girl"	342.945054945055
30799	"understood"	329.32967032967
30800	"her"	333.445652173913
30801	"grandmother"	330.022222222222
30802	"would"	341.527472527473
30803	"soon"	382.511111111111
30804	"disappear,"	346.75
30805	"but"	354.955555555556
30806	"she"	330.826086956522
30807	"tried"	315.739130434783
30808	"to"	317.788888888889
30809	"play"	312.076086956522
30810	"for"	321.021978021978
30811	"time."	359.811111111111
30812	"'Grandmother,'"	459.868131868132
30813	"cried"	444.811111111111
30814	"the"	357.89010989011
30815	"little"	330.626373626374
30816	"one,"	304.901098901099
30817	"'O"	359.222222222222
30818	"take"	355.923076923077
30819	"me"	331.844444444444
30820	"with"	297.736263736264
30821	"you!"	308.876404494382
30822	"I"	301.355555555556
30823	"know"	333.054945054945
30824	"you"	291.527472527473
30825	"will"	310.422222222222
30826	"go"	308.177777777778
30827	"away"	318.461538461538
30828	"when"	328
30829	"the"	311.188888888889
30830	"match"	298.857142857143
30831	"burns"	306.076923076923
30832	"out!'"	334.142857142857
30833	"The"	329.85393258427
30834	"girl"	330.736263736264
30835	"decided"	305.43956043956
30836	"to"	324.010989010989
30837	"light"	311.065934065934
30838	"the"	341.208791208791
30839	"whole"	343.945054945055
30840	"bundle"	341.879120879121
30841	"of"	346.131868131868
30842	"matches,"	346.527472527473
30843	"in"	335.923076923077
30844	"order"	320.351648351648
30845	"to"	309.483516483516
30846	"keep"	306.879120879121
30847	"her"	301.944444444444
30848	"grandmother"	321.866666666667
30849	"there."	347.433333333333
30850	"The"	332.879120879121
30851	"girl"	335.444444444444
30852	"saw"	315.922222222222
30853	"the"	300.5
30854	"matches"	300.252747252747
30855	"glowed"	327.89010989011
30856	"with"	332.055555555556
30857	"a"	329.21978021978
30858	"light"	352.186813186813
30859	"that"	319.844444444444
30860	"was"	317.901098901099
30861	"brighter"	316.681318681319
30862	"than"	329.131868131868
30863	"the"	301.644444444444
30864	"day,"	298.186813186813
30865	"and"	332.211111111111
30866	"her"	315.824175824176
30867	"grandmother"	317.32967032967
30868	"had"	322.833333333333
30869	"never"	329.044444444444
30870	"appeared"	343.197802197802
30871	"so"	322.417582417582
30872	"large"	310.648351648352
30873	"or"	318.692307692308
30874	"so"	331.384615384615
30875	"beautiful"	316.633333333333
30876	"as"	305.247191011236
30877	"she"	302.010989010989
30878	"did"	309.813186813187
30879	"in"	297.494505494506
30880	"the"	301.505494505494
30881	"light"	290.736263736264
30882	"of"	286.21978021978
30883	"the"	276.087912087912
30884	"little"	278.629213483146
30885	"matches."	319.516483516484
30886	"The"	370.202247191011
30887	"grandmother"	371.362637362637
30888	"then"	323.703296703297
30889	"took"	321.32967032967
30890	"the"	314.714285714286
30891	"little"	304.230769230769
30892	"girl"	287.274725274725
30893	"in"	303.577777777778
30894	"her"	288.307692307692
30895	"arms,"	286.659340659341
30896	"and"	293.813186813187
30897	"they"	285.593406593407
30898	"both"	287.593406593407
30899	"flew"	295.736263736264
30900	"upwards"	306.021978021978
30901	"in"	312.1
30902	"brightness"	310.89010989011
30903	"and"	306.38202247191
30904	"joy"	326.604395604396
30905	"far"	304.494505494506
30906	"above"	305.098901098901
30907	"the"	304.306818181818
30908	"earth,"	314.593406593407
30909	"where"	314.388888888889
30910	"there"	313.988888888889
30911	"was"	306.255555555556
30912	"neither"	296.241758241758
30913	"cold"	301.637362637363
30914	"nor"	297.1
30915	"hunger,"	299.988764044944
30916	"and"	328.166666666667
30917	"the"	293.373626373626
30918	"little"	289.142857142857
30919	"girl"	288
30920	"felt"	293.355555555556
30921	"safe"	303.923076923077
30922	"and"	298.516483516484
30923	"peaceful."	314.978021978022
30924	"In"	329.4
30925	"the"	303.087912087912
30926	"dawn"	285.725274725275
30927	"of"	286.967032967033
30928	"the"	287.274725274725
30929	"morning"	273.422222222222
30930	"there"	289.32967032967
30931	"lay"	311.461538461538
30932	"the"	317.945054945055
30933	"poor"	339.188888888889
30934	"little"	305.337078651685
30935	"one,"	323.866666666667
30936	"not"	314.191011235955
30937	"frowning,"	394.78021978022
30938	"but"	365.445652173913
30939	"smiling"	335.538461538462
30940	"and"	323.296703296703
30941	"with"	305.153846153846
30942	"a"	303.652173913043
30943	"pale"	313.494505494506
30944	"face"	333.466666666667
30945	"leaning"	323.133333333333
30946	"against"	338.043956043956
30947	"the"	313.967032967033
30948	"wall,"	318.122222222222
30949	"frozen"	325.065934065934
30950	"and"	325.505494505494
30951	"stone"	332.010989010989
30952	"dead."	436.340659340659
30953	"'She"	412.066666666667
30954	"tried"	384.725274725275
30955	"to"	356.659340659341
30956	"warm"	329.67032967033
30957	"herself,'"	338.725274725275
30958	"said"	363.10989010989
30959	"some."	356.428571428571
30960	"Children"	441.934065934066
30961	"who"	430
30962	"saw"	346.296703296703
30963	"her"	322.78021978022
30964	"were"	344.411111111111
30965	"asking"	378.395604395604
30966	"their"	356.544444444444
30967	"parents"	323.098901098901
30968	"why"	324.044444444444
30969	"no"	307.511111111111
30970	"one"	306.483516483516
30971	"helped"	299.844444444444
30972	"the"	334.604395604396
30973	"girl"	315.494505494506
30974	"who"	323.122222222222
30975	"they"	312.164835164835
30976	"knew"	333.388888888889
30977	"looked"	352.516483516484
30978	"dirt"	338.433333333333
30979	"poor"	368.285714285714
30980	"and"	332.076923076923
30981	"helpless."	317.857142857143
30982	"Passersby"	451.533333333333
30983	"who"	404.142857142857
30984	"saw"	337.692307692308
30985	"her"	321.922222222222
30986	"sitting"	331.477777777778
30987	"motionless"	362.758241758242
30988	"wished"	364.32967032967
30989	"they"	345.065934065934
30990	"could"	322.78021978022
30991	"have"	317.777777777778
30992	"helped"	311.175824175824
30993	"the"	305.164835164835
30994	"girl,"	330.56043956044
30995	"but"	343.945054945055
30996	"their"	300.67032967033
30997	"good"	307.593406593407
30998	"intentions"	320.824175824176
30999	"were"	321.725274725275
31000	"a"	311.406593406593
31001	"day"	300.373626373626
31002	"late"	303.153846153846
31003	"and"	302.098901098901
31004	"a"	301.175824175824
31005	"dollar"	304.494505494506
31006	"short."	315.065934065934
31007	"Other"	339.945054945055
31008	"people"	327.714285714286
31009	"suspected"	330.725274725275
31010	"the"	317.877777777778
31011	"girl"	302.956043956044
31012	"had"	292.544444444444
31013	"fallen"	313.527472527473
31014	"asleep"	312.488888888889
31015	"and"	308.415730337079
31016	"frozen,"	298.184782608696
31017	"but"	330.097826086957
31018	"no"	323.489130434783
31019	"one"	312.815217391304
31020	"imagined"	327.934782608696
31021	"what"	317.413043478261
31022	"beautiful"	321.989130434783
31023	"things"	331.655913978495
31024	"she"	337.301075268817
31025	"had"	327.236559139785
31026	"seen,"	302.720430107527
31027	"nor"	321.838709677419
31028	"into"	319.182795698925
31029	"what"	318.430107526882
31030	"glory"	335.608695652174
31031	"she"	321.698924731183
31032	"had"	316.365591397849
31033	"entered"	306.202127659574
31034	"with"	313.042553191489
31035	"her"	325.244680851064
31036	"grandmother,"	329.606382978723
31037	"on"	357.117021276596
31038	"New"	377.702127659574
31039	"Year's"	378.178947368421
31040	"day."	495.258064516129
40001	"Once"	363.846153846154
40002	"upon"	335.260869565217
40003	"a"	336.728260869565
40004	"time"	339.29347826087
40005	"the"	337.285714285714
40006	"birds"	334.2
40007	"took"	340.978021978022
40008	"it"	335.505494505494
40009	"into"	336.393258426966
40010	"their"	362
40011	"heads"	349.866666666667
40012	"that"	334.840909090909
40013	"they"	334.802197802198
40014	"would"	333.054945054945
40015	"like"	322.461538461538
40016	"a"	329.681818181818
40017	"master,"	378.989010989011
40018	"and"	336.208791208791
40019	"that"	331.233333333333
40020	"one"	322.3
40021	"of"	314.655555555556
40022	"their"	330.188888888889
40023	"number"	389.333333333333
40024	"must"	366.886363636364
40025	"be"	368.733333333333
40026	"chosen"	406.563218390805
40027	"king."	484.696629213483
40028	"A"	421.494382022472
40029	"meeting"	345.955056179775
40030	"of"	341.213483146067
40031	"all"	321.693181818182
40032	"the"	317.022471910112
40033	"birds"	344.522727272727
40034	"was"	327.011235955056
40035	"called"	325.157303370787
40036	"and"	338.431818181818
40037	"though"	366.112359550562
40038	"they"	357.494252873563
40039	"understood"	359.511363636364
40040	"the"	340.758620689655
40041	"birds"	373.897727272727
40042	"who"	354.494252873563
40043	"were"	375.034090909091
40044	"from"	378.647727272727
40045	"the"	347.852272727273
40046	"most"	362.454545454545
40047	"distant"	349.568181818182
40048	"lands"	357.886363636364
40049	"would"	352.735632183908
40050	"be"	373.840909090909
40051	"unable"	350.897727272727
40052	"to"	395.227272727273
40053	"come,"	455.409090909091
40054	"many"	359.954545454545
40055	"birds"	338.540229885057
40056	"came"	340.747126436782
40057	"from"	352.090909090909
40058	"faraway"	390.477272727273
40059	"meadows"	378.781609195402
40060	"and"	384.159090909091
40061	"woods."	404.287356321839
40062	"The"	370.261363636364
40063	"eagle,"	359.75
40064	"who"	359.045454545455
40065	"already"	337.988636363636
40066	"thought"	375.715909090909
40067	"himself"	366.056818181818
40068	"the"	374.545454545455
40069	"de"	442.523255813953
40070	"facto"	459.272727272727
40071	"king,"	415.213483146067
40072	"arrived"	410.465909090909
40073	"fashionably"	429.897727272727
40074	"late."	404.068181818182
40075	"It"	343.988505747126
40076	"was"	357.022988505747
40077	"a"	379.193181818182
40078	"hawk"	356.25
40079	"who"	329.397727272727
40080	"was"	325.125
40081	"most"	384.772727272727
40082	"excited"	347.215909090909
40083	"about"	323.590909090909
40084	"the"	342.897727272727
40085	"meeting,"	418.522727272727
40086	"because"	337.863636363636
40087	"he"	319.35632183908
40088	"was"	313.215909090909
40089	"the"	321.931034482759
40090	"dark"	345.045454545455
40091	"horse"	364.068181818182
40092	"for"	422.409090909091
40093	"king."	506.590909090909
40094	"The"	420.772727272727
40095	"small"	384.75
40096	"fry"	379.386363636364
40097	"came"	371.590909090909
40098	"too,"	401.402298850575
40099	"and"	355.159090909091
40100	"the"	379.659090909091
40101	"robin,"	372.159090909091
40102	"the"	418.625
40103	"bluebird,"	374.149425287356
40104	"the"	360.579545454545
40105	"owl,"	366.954545454545
40106	"the"	358.397727272727
40107	"lark,"	367.761363636364
40108	"and"	370.045454545455
40109	"the"	362.806818181818
40110	"sparrow,"	362.829545454545
40111	"who"	362.908045977012
40112	"had"	340.793103448276
40113	"only"	323.965517241379
40114	"a"	340.363636363636
40115	"chance"	341.204545454545
40116	"in"	316.727272727273
40117	"a"	360.318181818182
40118	"million"	346.238636363636
40119	"to"	347.32183908046
40120	"be"	370.931034482759
40121	"king,"	386.523255813953
40122	"were"	367.409090909091
40123	"all"	347.735632183908
40124	"present"	368.413793103448
40125	"at"	305.602272727273
40126	"the"	332.134831460674
40127	"meeting."	358.5
40128	"The"	441.965909090909
40129	"cuckoo,"	409.147727272727
40130	"who"	365.670454545455
40131	"was"	333.545454545455
40132	"almost"	342.681818181818
40133	"not"	349.597701149425
40134	"invited"	393.238636363636
40135	"because"	355.829545454545
40136	"his"	336.829545454545
40137	"call"	365.034482758621
40138	"so"	439.931818181818
40139	"annoyed"	377.056818181818
40140	"the"	371.647727272727
40141	"other"	364.306818181818
40142	"birds,"	364.306818181818
40143	"came"	353.206896551724
40144	"too."	402.693181818182
40145	"It"	367.602272727273
40146	"was"	324.625
40147	"the"	342.215909090909
40148	"very"	337.465909090909
40149	"little"	322.204545454545
40150	"bird"	330.965909090909
40151	"who"	349.784090909091
40152	"had"	321.25
40153	"no"	335.113636363636
40154	"name"	358.494252873563
40155	"at"	352.602272727273
40156	"all,"	402.162790697674
40157	"however,"	383.5
40158	"that"	345.784090909091
40159	"would"	346.034090909091
40160	"end"	345.363636363636
40161	"up"	388.829545454545
40162	"overturning"	376.886363636364
40163	"the"	396.897727272727
40164	"balance"	348.443181818182
40165	"of"	332.850574712644
40166	"power"	355.056818181818
40167	"among"	339
40168	"the"	353.816091954023
40169	"birds."	373.862068965517
40170	"That"	392.886363636364
40171	"there"	354.613636363636
40172	"would"	347.693181818182
40173	"be"	355.137931034483
40174	"great"	424.402298850575
40175	"confusion"	391.632183908046
40176	"and"	352.613636363636
40177	"noise"	364.597701149425
40178	"among"	362.772727272727
40179	"the"	343.022988505747
40180	"birds"	336.977272727273
40181	"at"	324.056818181818
40182	"the"	348.431818181818
40183	"meeting"	348.137931034483
40184	"was"	344.816091954023
40185	"to"	326.459770114943
40186	"be"	356.540229885057
40187	"expected,"	389.738636363636
40188	"given"	366.136363636364
40189	"the"	343.397727272727
40190	"sheer"	344.170454545455
40191	"numbers"	351.909090909091
40192	"of"	333.5
40193	"birds"	326.659090909091
40194	"that"	375.436781609195
40195	"have"	356.804597701149
40196	"gathered."	414.32183908046
40197	"There"	377.255813953488
40198	"was"	402.080459770115
40199	"piping,"	488.954545454545
40200	"hissing,"	412.420454545455
40201	"and"	398.011627906977
40202	"clacking,"	433.954545454545
40203	"but"	383.943181818182
40204	"finally"	346.056818181818
40205	"it"	313.738636363636
40206	"was"	366.943181818182
40207	"decided"	367.886363636364
40208	"that"	318.919540229885
40209	"the"	338.159090909091
40210	"bird"	368.241379310345
40211	"that"	331.977011494253
40212	"could"	370.965517241379
40213	"fly"	360.816091954023
40214	"the"	362.114942528736
40215	"highest"	347.420454545455
40216	"should"	333.318181818182
40217	"be"	353.852272727273
40218	"king."	385.238636363636
40219	"The"	371.181818181818
40220	"little"	331.413793103448
40221	"bird"	352.079545454545
40222	"lay"	358.159090909091
40223	"low"	365.625
40224	"near"	353.081395348837
40225	"the"	382.941176470588
40226	"eagle"	407.942528735632
40227	"at"	382.977011494253
40228	"first,"	395.241379310345
40229	"but"	358.172413793103
40230	"the"	352.613636363636
40231	"eagle"	367.727272727273
40232	"did"	340.896551724138
40233	"not"	371.609195402299
40234	"notice"	357.386363636364
40235	"the"	374.477272727273
40236	"bird"	390.511363636364
40237	"hopping"	386.625
40238	"onto"	376.579545454545
40239	"his"	389.137931034483
40240	"back"	408.647727272727
40241	"right"	383.32183908046
40242	"as"	363.613636363636
40243	"the"	394.83908045977
40244	"competition"	377.172413793103
40245	"was"	356.875
40246	"about"	366.137931034483
40247	"to"	449.953488372093
40248	"commence."	387.895348837209
40249	"Into"	371.287356321839
40250	"the"	322.137931034483
40251	"air"	338.827586206897
40252	"in"	356.818181818182
40253	"a"	349.545454545455
40254	"great"	348.795454545455
40255	"flock"	336.090909090909
40256	"all"	326.176470588235
40257	"the"	328.091954022988
40258	"birds"	336.395348837209
40259	"flew"	342.241379310345
40260	"when"	329.793103448276
40261	"the"	346.252873563218
40262	"signal"	336.83908045977
40263	"was"	348.477272727273
40264	"given."	364.545454545455
40265	"The"	355.863636363636
40266	"air"	328.25
40267	"was"	341.431818181818
40268	"full"	330.080459770115
40269	"of"	303.943181818182
40270	"dust,"	328.232558139535
40271	"and"	357.057471264368
40272	"it"	316.93023255814
40273	"seemed"	324.647727272727
40274	"as"	330.954545454545
40275	"if"	324.51724137931
40276	"a"	324.852272727273
40277	"black"	373.46511627907
40278	"cloud"	350.954545454545
40279	"were"	387.386363636364
40280	"floating"	346.454545454545
40281	"over"	307.448275862069
40282	"the"	370.06976744186
40283	"field."	379.883720930233
40284	"You"	331.540229885057
40285	"could"	348.727272727273
40286	"hear"	322.873563218391
40287	"the"	303.896551724138
40288	"birds"	320.367816091954
40289	"chirping"	345.522727272727
40290	"and"	316.151162790698
40291	"flapping"	335.114942528736
40292	"from"	316.333333333333
40293	"fields"	347.5
40294	"that"	324.264367816092
40295	"were"	327.988505747126
40296	"miles"	363.298850574713
40297	"away."	347.689655172414
40298	"The"	328.091954022988
40299	"little"	361.727272727273
40300	"birds"	327.586206896552
40301	"that"	333.709302325581
40302	"soon"	348.873563218391
40303	"grew"	339.32183908046
40304	"tired"	351.689655172414
40305	"fell"	348.183908045977
40306	"back"	352.686046511628
40307	"quickly"	326
40308	"to"	335.588235294118
40309	"earth."	359.241379310345
40310	"The"	344.379310344828
40311	"fact"	326.206896551724
40312	"that"	311.443181818182
40313	"the"	343.5
40314	"larger"	326.046511627907
40315	"ones"	334.390804597701
40316	"held"	337.666666666667
40317	"out"	329.471264367816
40318	"longer,"	339.170454545455
40319	"and"	343.238636363636
40320	"flew"	341.918604651163
40321	"higher"	338.896551724138
40322	"and"	328.896551724138
40323	"higher,"	353.48275862069
40324	"but"	320.761363636364
40325	"the"	354.068181818182
40326	"eagle"	352.241379310345
40327	"flew"	349.862068965517
40328	"highest"	337.011363636364
40329	"of"	384.340909090909
40330	"any,"	391.761363636364
40331	"surprised"	380.909090909091
40332	"no"	404.284090909091
40333	"one."	430.058139534884
40334	"Could"	377.244186046512
40335	"anyone"	401.298850574713
40336	"stop"	340.488636363636
40337	"the"	313.056818181818
40338	"eagle"	345.770114942529
40339	"that"	323.5
40340	"seemed"	315.738636363636
40341	"to"	306.126436781609
40342	"be"	314.942528735632
40343	"flying"	327.448275862069
40344	"straight"	336.767441860465
40345	"into"	319.528735632184
40346	"the"	360.170454545455
40347	"sun?"	367.850574712644
40348	"The"	336.885057471264
40349	"other"	368.170454545455
40350	"birds"	313.193181818182
40351	"gave"	325.079545454545
40352	"out"	339.852272727273
40353	"one"	332.863636363636
40354	"by"	329.625
40355	"one"	320.295454545455
40356	"and"	316.409090909091
40357	"when"	317.636363636364
40358	"the"	321.420454545455
40359	"eagle"	328.113636363636
40360	"saw"	315.863636363636
40361	"this"	328.545454545455
40362	"he"	354.011494252874
40363	"thought,"	350.352272727273
40364	"'What"	325.379310344828
40365	"is"	313.477272727273
40366	"the"	304.954545454545
40367	"use"	315.556818181818
40368	"of"	323.875
40369	"flying"	331.045454545455
40370	"any"	345.83908045977
40371	"higher?"	386.352272727273
40372	"This"	358.431818181818
40373	"victory"	346.522727272727
40374	"is"	333.795454545455
40375	"in"	314.413793103448
40376	"the"	318.568181818182
40377	"bag"	328.102272727273
40378	"and"	312.295454545455
40379	"I"	326.602272727273
40380	"am"	335.715909090909
40381	"king!'"	373.102272727273
40382	"Then"	350.068965517241
40383	"the"	343.738636363636
40384	"birds"	344.863636363636
40385	"below"	365.090909090909
40386	"called"	353.863636363636
40387	"with"	323.170454545455
40388	"one"	358.738636363636
40389	"accord,"	403.590909090909
40390	"'Come"	352.181818181818
40391	"back,"	348.375
40392	"come"	336.931818181818
40393	"back!"	347.261363636364
40394	"It"	328.715909090909
40395	"is"	308.056818181818
40396	"you"	311.681818181818
40397	"who"	305.954545454545
40398	"must"	303.829545454545
40399	"be"	302.079545454545
40400	"our"	312.852272727273
40401	"king"	340.920454545455
40402	"because"	307.045454545455
40403	"no"	319.454545454545
40404	"one"	300.540229885057
40405	"can"	306.46511627907
40406	"fly"	289.238636363636
40407	"as"	309.613636363636
40408	"high"	299.848837209302
40409	"as"	324.011494252874
40410	"you.'"	377.931034482759
40411	"'Except"	429.159090909091
40412	"me!'"	406.590909090909
40413	"cried"	343.511363636364
40414	"a"	337.732558139535
40415	"shrill,"	378.494252873563
40416	"shrill"	387.03488372093
40417	"voice,"	361.193181818182
40418	"and"	331.829545454545
40419	"out"	312
40420	"of"	308.724137931034
40421	"the"	303.827586206897
40422	"blue"	335.420454545455
40423	"the"	356.863636363636
40424	"little"	326.348837209302
40425	"bird"	350.552941176471
40426	"without"	357.872093023256
40427	"a"	338.183908045977
40428	"name"	352.103448275862
40429	"rose"	372.183908045977
40430	"from"	321.045977011494
40431	"the"	341.655172413793
40432	"eagle's"	362.113636363636
40433	"back,"	359.795454545455
40434	"where"	374.511363636364
40435	"he"	322.724137931034
40436	"had"	341.35632183908
40437	"lain"	362.333333333333
40438	"hidden"	351.953488372093
40439	"in"	341.540229885057
40440	"the"	340.597701149425
40441	"feathers."	365.284090909091
40442	"His"	366.75
40443	"guile"	392.808988764045
40444	"was"	355.460674157303
40445	"the"	326.390804597701
40446	"ace"	372.193181818182
40447	"up"	368.818181818182
40448	"his"	389.919540229885
40449	"sleeve,"	421.67816091954
40450	"and"	359.505747126437
40451	"he"	373.850574712644
40452	"laughed"	339.137931034483
40453	"to"	351.241379310345
40454	"himself"	361.215909090909
40455	"at"	323.511363636364
40456	"how"	326.558139534884
40457	"easy"	313.431818181818
40458	"it"	300.579545454545
40459	"had"	312.781609195402
40460	"been"	306.045977011494
40461	"to"	319.758620689655
40462	"outwit"	331.850574712644
40463	"the"	328.046511627907
40464	"other"	311.363636363636
40465	"birds."	358.897727272727
40466	"Higher"	329.238636363636
40467	"and"	317.784090909091
40468	"higher"	319.420454545455
40469	"he"	323.770114942529
40470	"mounted,"	384.206896551724
40471	"until"	345.436781609195
40472	"he"	349.471264367816
40473	"was"	315.659090909091
40474	"lost"	320.477272727273
40475	"to"	323.238636363636
40476	"sight,"	344.761363636364
40477	"and"	327.465909090909
40478	"then"	352.32183908046
40479	"folding"	359.068181818182
40480	"his"	352.413793103448
40481	"wings"	353.747126436782
40482	"together,"	367.51724137931
40483	"he"	346.965517241379
40484	"sank"	348.068965517241
40485	"to"	345.011494252874
40486	"earth"	360.636363636364
40487	"crying"	387.090909090909
40488	"shrilly,"	356.784090909091
40489	"'I"	324.534090909091
40490	"am"	318.613636363636
40491	"king,"	330.149425287356
40492	"I"	314.318181818182
40493	"am"	311.818181818182
40494	"king!'"	342.670454545455
40495	"The"	335.113636363636
40496	"eagle"	331.875
40497	"tricked"	377.011363636364
40498	"by"	357.818181818182
40499	"the"	344.206896551724
40500	"little"	300.862068965517
40501	"bird"	316.102272727273
40502	"had"	306.568181818182
40503	"not"	313.363636363636
40504	"sensed"	319.873563218391
40505	"the"	343.793103448276
40506	"bird"	325.942528735632
40507	"in"	313.693181818182
40508	"his"	311.829545454545
40509	"feathers"	337.090909090909
40510	"and"	334.056818181818
40511	"so"	323.829545454545
40512	"had"	331.693181818182
40513	"not"	324.965517241379
40514	"at"	317.931818181818
40515	"all"	315.593023255814
40516	"expected"	319.229885057471
40517	"the"	343.609195402299
40518	"bird"	348.310344827586
40519	"to"	304.03488372093
40520	"come"	357.943181818182
40521	"flying"	321.793103448276
40522	"out"	315.386363636364
40523	"like"	330.505747126437
40524	"that."	393.64367816092
40525	"The"	332.367816091954
40526	"birds"	324.011494252874
40527	"back"	317.755813953488
40528	"on"	348.896551724138
40529	"earth"	336.413793103448
40530	"were"	307.511363636364
40531	"all"	315.420454545455
40532	"up"	325.966292134831
40533	"in"	351.523255813953
40534	"arms."	359.068181818182
40535	"'You,"	336.988505747126
40536	"and"	354.465909090909
40537	"not"	381.666666666667
40538	"the"	390.908045977012
40539	"eagle,"	431.735632183908
40540	"our"	413.284090909091
40541	"king?'"	435.333333333333
40542	"the"	384
40543	"birds"	339.784090909091
40544	"cried,"	370.670454545455
40545	"fuming"	365.045454545455
40546	"with"	348.209302325581
40547	"anger."	365.954022988506
40548	"'You"	367.735632183908
40549	"have"	360.172413793103
40550	"done"	340.712643678161
40551	"this"	321.206896551724
40552	"by"	341.545454545455
40553	"breaking"	352.883720930233
40554	"every"	338.310344827586
40555	"rule"	316.418604651163
40556	"in"	303.011494252874
40557	"the"	354.022988505747
40558	"book,"	349.181818181818
40559	"so"	313.252873563218
40560	"we"	326.954545454545
40561	"will"	315.35632183908
40562	"not"	299.494252873563
40563	"have"	303.057471264368
40564	"you,"	336.218390804598
40565	"who"	348.593023255814
40566	"are"	350.383720930233
40567	"simply"	384.409090909091
40568	"tricky"	364.738636363636
40569	"and"	360.352272727273
40570	"cunning,"	355.340909090909
40571	"to"	331.829545454545
40572	"reign"	344.080459770115
40573	"over"	330.241379310345
40574	"us.'"	348.258823529412
40575	"The"	342.471264367816
40576	"bird"	336.441860465116
40577	"without"	343.045454545455
40578	"a"	325.875
40579	"name"	331.340909090909
40580	"then"	335.872093023256
40581	"decided"	317.114942528736
40582	"to"	339.383720930233
40583	"clear"	326.32183908046
40584	"the"	315.850574712644
40585	"air"	342.896551724138
40586	"and"	332.125
40587	"said,"	380.264367816092
40588	"'Then"	360.761363636364
40589	"let"	355.363636363636
40590	"everyone"	351.954022988506
40591	"start"	349.897727272727
40592	"with"	334.295454545455
40593	"a"	356.795454545455
40594	"clean"	350.058139534884
40595	"slate"	359.136363636364
40596	"and"	339.363636363636
40597	"perform"	342.034482758621
40598	"a"	335.431818181818
40599	"new"	360.906976744186
40600	"challenging"	398.5
40601	"task."	401.290697674419
40602	"Then"	378.602272727273
40603	"we"	342.056818181818
40604	"can"	330.264367816092
40605	"decide"	320.045454545455
40606	"who"	305.659090909091
40607	"should"	315.602272727273
40608	"be"	308.488636363636
40609	"the"	326.284090909091
40610	"real"	314.5
40611	"king.'"	346.862068965517
40612	"Then"	320.227272727273
40613	"the"	308.397727272727
40614	"birds"	319.06976744186
40615	"gathered"	314.229885057471
40616	"together"	319.67816091954
40617	"again"	317.954545454545
40618	"and"	314.840909090909
40619	"decided"	322.568181818182
40620	"the"	308.329545454545
40621	"case"	331.875
40622	"would"	312.83908045977
40623	"be"	325.632183908046
40624	"resolved"	355.558139534884
40625	"by"	320.632183908046
40626	"making"	304.806818181818
40627	"a"	308.431818181818
40628	"new"	372.057471264368
40629	"condition,"	339.784090909091
40630	"which"	360.75
40631	"was"	305.522727272727
40632	"that"	315.420454545455
40633	"he"	351.034482758621
40634	"should"	318.597701149425
40635	"be"	337.67816091954
40636	"king"	401.195402298851
40637	"who"	341.333333333333
40638	"could"	366.159090909091
40639	"go"	341.340909090909
40640	"the"	365.863636363636
40641	"deepest"	371.045454545455
40642	"into"	371.602272727273
40643	"the"	414.931034482759
40644	"earth."	434.943181818182
40645	"So"	376.806818181818
40646	"the"	339.170454545455
40647	"little"	333.125
40648	"bird"	366.942528735632
40649	"who"	322.574712643678
40650	"the"	355.105882352941
40651	"other"	337.081395348837
40652	"birds"	356.581395348837
40653	"despised"	389.758620689655
40654	"was"	371.574712643678
40655	"now"	358.53488372093
40656	"back"	334.137931034483
40657	"to"	343.080459770115
40658	"square"	383.534090909091
40659	"one."	418.206896551724
40660	"Confident,"	380
40661	"he"	369.409090909091
40662	"remained,"	444.806818181818
40663	"however,"	367.848837209302
40664	"that"	376.693181818182
40665	"if"	328.06976744186
40666	"he"	370.448275862069
40667	"played"	366.528735632184
40668	"his"	335.022988505747
40669	"cards"	313.806818181818
40670	"right,"	316.193181818182
40671	"he"	310.965517241379
40672	"could"	312.931818181818
40673	"be"	304.238636363636
40674	"king."	346.795454545455
40675	"How"	380.443181818182
40676	"the"	340.735632183908
40677	"goose"	444.770114942529
40678	"wallowed"	396.372093023256
40679	"in"	361.540229885057
40680	"the"	349.954545454545
40681	"sand,"	351.840909090909
40682	"and"	360.886363636364
40683	"the"	323.704545454545
40684	"duck"	380.965909090909
40685	"strove"	347.034090909091
40686	"to"	332.954545454545
40687	"dig"	320.602272727273
40688	"a"	337.954545454545
40689	"hole"	323.597701149425
40690	"for"	318.758620689655
40691	"the"	325.662790697674
40692	"new"	370.264367816092
40693	"task!"	380.386363636364
40694	"All"	330.113636363636
40695	"the"	307.908045977012
40696	"other"	315.011363636364
40697	"birds"	319.738636363636
40698	"tried"	321.629213483146
40699	"to"	310.287356321839
40700	"hide"	340.340909090909
40701	"themselves"	343.045977011494
40702	"in"	324.136363636364
40703	"the"	317.772727272727
40704	"ground,"	326.75
40705	"too,"	339.465909090909
40706	"until"	341.329545454545
40707	"they"	313.126436781609
40708	"were"	361.806818181818
40709	"practically"	340.438202247191
40710	"blue"	333.386363636364
40711	"in"	325.102272727273
